<document id="2501731">
<head>
<title></title>			
<caption>कनिष्क मामले में गवाह ने अपराधों का ब्योरा दिया        प्रे   : वैंकुवर</caption>			
<language>Hindi </language>			
<author>			
<firstname></firstname>			
<middlename></middlename>			
<lastname></lastname>			
</author>			
<creation>			
<raw_corpus creation_date="" institute_name=""></raw_corpus>			
<annotated_corpus creation_date="07/25/2009" institute_name="IIIT-Hyderabad"></annotated_corpus>			
</creation>			
<domain_name>News Articles </domain_name>			
<distributor>LTRC, IIIT Hyderabad</distributor>			
<source>ISI, Kolkata</source>			
<publication>			
<place>New Delhi</place>			
<date>4/6/2004</date>			
<address>Connaught Place, New Delhi</address>			
<type>Newspaper</type>			
<publisher>			
<name>Amar Ujala</name>			
<url>http://www.amarujala.com</url>			
</publisher>			
</publication>			
<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>			
<availability>			
<format>CML/SSF</format>			
</availability>			
<byte_count>6469</byte_count>			
<word_count>232</word_count>			
<edition_number>1.0</edition_number>			
<encoding_description>			
<original_encoding>ISO 8859</original_encoding>			
<new_encoding>Unicode UTF8</new_encoding>			
</encoding_description>			
<bibliography></bibliography>			
<sentence_marker>.</sentence_marker>			
<normalization>No</normalization>			
<utility_name>cml_tags</utility_name>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"> </foreign>			
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='k7:VGF'>
1.1	एयर	NNPC	<fs af='एयर,n,m,sg,3,d,0,0' name='एयर' posn='10'>
1.2	-	SYM	<fs af='-,punc,,,,,,' name='-' posn='20'>
1.3	इंडिया	NNPC	<fs af='इंडिया,n,m,sg,3,d,0,0' name='इंडिया' posn='30'>
1.4	बम	NNPC	<fs af='बम,n,m,sg,3,d,0,0' name='बम' posn='40'>
1.5	कांड	NNP	<fs af='कांड,n,m,sg,3,d,0,0' name='कांड' posn='50'>
1.6	सुनवाई	NN	<fs af='सुनवाई,n,f,sg,3,o,0,0' name='सुनवाई' posn='60'>
1.7	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='70'>
	))
2	((	NP	<fs name='NP2' drel='k1:VGF'>
2.1	बचाव	NNC	<fs af='बचाव,n,m,sg,3,d,0,0' name='बचाव' posn='80'>
2.2	पक्ष	NN	<fs af='पक्ष,n,m,sg,3,o,0,0' name='पक्ष' posn='90'>
2.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='100'>
	))
3	((	NP	<fs name='NP3' drel='k7:VGF'>
3.1	गवाह	NN	<fs af='गवाह,n,m,sg,3,o,0,0' name='गवाह' posn='110'>
3.2	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='120'>
	))
4	((	NP	<fs name='NP4' drel='k2:VGNN'>
4.1	फर्जी	JJ	<fs af='फर्जी,adj,f,any,,d,,' name='फर्जी' posn='130'>
4.2	क्रेडिट	NNC	<fs af='क्रेडिट,n,m,sg,3,d,0,0' name='क्रेडिट' posn='140'>
4.3	कार्ड	NN	<fs af='कार्ड,n,m,sg,3,d,0,0' name='कार्ड' posn='150'>
	))
