<document id="2511294">
<head>
<title></title>			
<caption>अमेरिका की भारत को पैट्रियॅट देने की पेशकश        नेटवर्क सेंट्रिक पूर्व चेतावनी, बैटलफील्ड  प्रे   : नई दिल्ली</caption>			
<language>Hindi </language>			
<author>			
<firstname></firstname>			
<middlename></middlename>			
<lastname></lastname>			
</author>			
<creation>			
<raw_corpus creation_date="" institute_name=""></raw_corpus>			
<annotated_corpus creation_date="07/25/2009" institute_name="IIIT-Hyderabad"></annotated_corpus>			
</creation>			
<domain_name>News Articles </domain_name>			
<distributor>LTRC, IIIT Hyderabad</distributor>			
<source>ISI, Kolkata</source>			
<publication>			
<place>New Delhi</place>			
<date>8/6/2004</date>			
<address>Connaught Place, New Delhi</address>			
<type>Newspaper</type>			
<publisher>			
<name>Amar Ujala</name>			
<url>http://www.amarujala.com</url>			
</publisher>			
</publication>			
<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>			
<availability>			
<format>CML/SSF</format>			
</availability>			
<byte_count>9038</byte_count>			
<word_count>347</word_count>			
<edition_number>1.0</edition_number>			
<encoding_description>			
<original_encoding>ISO 8859</original_encoding>			
<new_encoding>Unicode UTF8</new_encoding>			
</encoding_description>			
<bibliography></bibliography>			
<sentence_marker>.</sentence_marker>			
<normalization>No</normalization>			
<utility_name>cml_tags</utility_name>			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"> </foreign>			
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	अमेरिका	NNP	<fs af='अमेरिका,n,m,sg,3,o,0,0' name='अमेरिका' posn='10'>
1.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='k4:VGF'>
2.1	भारत	NNP	<fs af='भारत,n,m,sg,3,o,0,0' name='भारत' posn='30'>
2.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='40'>
	))
3	((	NP	<fs name='NP3' drel='nmod:NP4'>
3.1	पैट्रियॅट	NNPC	<fs af='पैट्रियॅट,n,m,sg,3,d,0,0' name='पैट्रियॅट' posn='50'>
3.2	पैक	NNPC	<fs af='पैक,n,m,sg,3,d,0,0' name='पैक' posn='60'>
3.3	-	SYM	<fs af='-,punc,,,,,,' name='-' posn='70'>
3.4	२	NNP	<fs af='२,n,m,sg,3,d,0,0' name='२' posn='80'>
	))
4	((	NP	<fs name='NP4' drel='vmod:VGNN'>
4.1	एंटी	NNPC	<fs af='एंटी,n,m,sg,3,d,0,0' name='एंटी' posn='90'>
4.2	-	SYM	<fs af='-,punc,,,,,,' name='-2' posn='100'>
4.3	मिसाइल	NNPC	<fs af='मिसाइल,n,f,sg,3,d,0,0' name='मिसाइल' posn='110'>
4.4	प्रणाली	NNP	<fs af='प्रणाली,n,f,sg,3,o,0,0' name='प्रणाली' posn='120'>
4.5	समेत	PSP	<fs af='समेत,psp,,,,,,' name='समेत' posn='130'>
	))
5	((	NP	<fs name='NP5' drel='k2:VGNN'>
5.1	तमाम	QF	<fs af='तमाम,avy,,,,,,' name='तमाम' posn='140'>
5.2	अत्याधुनिक	JJ	<fs af='अत्याधुनिक,adj,any,any,,d,,' name='अत्याधुनिक' posn='150'>
5.3	हथियार	NN	<fs af='हथियार,n,m,pl,3,d,0,0' name='हथियार' posn='160'>
	))
6	((	VGNN	<fs name='VGNN' drel='r6-k1:NP6'>
6.1	देने	VM	<fs af='दे,v,any,any,any,o,ना,nA' name='देने' posn='170'>
6.2	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की' posn='180'>
	))
7	((	NP	<fs name='NP6' drel='pof:VGF'>
7.1	पेशकश	NN	<fs af='पेशकश,n,f,sg,3,d,0,0' name='पेशकश' posn='190'>
	))
8	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
8.1	की	VM	<fs af='कर,v,f,sg,any,,या,yA' name='की2' posn='200'>
8.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='210'>
	))
9	((	BLK	<fs name='BLK' drel='rsym:VGF'>
9.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='220'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='k7:VGF'>
1.1	इनमें	PRP	<fs af='यह,pn,any,pl,3,o,में,meM' name='इनमें' posn='10'>
	))
2	((	NP	<fs name='NP2' drel='ccof:CCP'>
2.1	नेटवर्क	NNPC	<fs af='नेटवर्क,n,m,sg,3,d,0,0' name='नेटवर्क' posn='20'>
2.2	सेंट्रिक	NNPC	<fs af='सेंट्रिक,n,m,sg,3,d,0,0' name='सेंट्रिक' posn='30'>
2.3	पूर्व	NNPC	<fs af='पूर्व,n,m,sg,3,d,0,0' name='पूर्व' posn='40'>
2.4	चेतावनी	NNP	<fs af='चेतावनी,n,f,sg,3,d,0,0' name='चेतावनी' posn='50'>
2.5	,	SYM	<fs af='COMMA,punc,,,,,,' name=',' posn='60'>
	))
3	((	NP	<fs name='NP3' drel='ccof:CCP'>
3.1	बैटलफील्ड	NNPC	<fs af='बैटलफील्ड,n,m,sg,3,d,0,0' name='बैटलफील्ड' posn='70'>
3.2	कंट्रोल	NNP	<fs af='कंट्रोल,n,m,sg,3,d,0,0' name='कंट्रोल' posn='80'>
	))
4	((	CCP	<fs name='CCP' drel='k1:VGF'>
4.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='90'>
	))
5	((	NP	<fs name='NP4' drel='ccof:CCP'>
5.1	कमांड	NNPC	<fs af='कमांड,n,m,sg,3,d,0,0' name='कमांड' posn='100'>
5.2	प्रणाली	NNP	<fs af='प्रणाली,n,f,sg,3,d,0,0' name='प्रणाली' posn='110'>
5.3	भी	RP	<fs af='भी,avy,,,,,,' name='भी' posn='120'>
	))
6	((	JJP	<fs name='JJP' drel='k1s:VGF'>
6.1	शामिल	JJ	<fs af='शामिल,adj,any,any,,,,' name='शामिल' posn='130'>
	))
7	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
7.1	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='140'>
	))
8	((	BLK	<fs name='BLK' drel='rsym:VGF'>
8.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='150'>
	))
</Sentence>

<Sentence id='3'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	इन	DEM	<fs af='यह,pn,any,pl,3,o,,' name='इन' posn='10'>
1.2	अत्याधुनिक	JJ	<fs af='अत्याधुनिक,adj,any,any,,o,,' name='अत्याधुनिक' posn='20'>
1.3	रक्षा	NNC	<fs af='रक्षा,n,f,sg,3,d,0,0' name='रक्षा' posn='30'>
1.4	उपकरणों	NN	<fs af='उपकरण,n,m,pl,3,o,0,0' name='उपकरणों' posn='40'>
1.5	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='50'>
	))
2	((	NP	<fs name='NP2' drel='pof:VGF'>
2.1	प्रस्ताव	NN	<fs af='प्रस्ताव,n,m,sg,3,d,0,0' name='प्रस्ताव' posn='60'>
	))
3	((	NP	<fs name='NP3' drel='ras-k1:VGNN'>
3.1	भारत	NNP	<fs af='भारत,n,m,sg,3,o,0,0' name='भारत' posn='70'>
3.2	के	PSP	<fs af='के,psp,,,,,,' name='के' posn='80'>
3.3	साथ	NST	<fs af='साथ,nst,m,sg,3,d,,' name='साथ' posn='90'>
	))
4	((	NP	<fs name='NP4' drel='k2:VGNN'>
4.1	सामरिक	JJ	<fs af='सामरिक,adj,any,any,,d,,' name='सामरिक' posn='100'>
