<document id="2489466">
<head>
	<caption>ताज पर उर्स मनाना चाहता हैं बहादुर शाह का वंशज यू नई दिल्ली.</caption>
	<language>Hindi </language>
	<domain_name>News Articles </domain_name>
	<word_count>197</word_count>
	<byte_count>24837</byte_count>
	<availability>
		<format>CML/SSF</format>
	<sentence_marker>.</sentence_marker>
	<normalization>No</normalization>
	</availability>
	<encoding_description>
		<original_encoding>ISO 8859</original_encoding>
		<new_encoding>Unicode UTF8</new_encoding>
	</encoding_description>
	<distributor>LTRC, IIIT Hyderabad</distributor>
	<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>
	<creation>
		<raw_corpus creation_date="" institute_name="IIIT Hyderabad"></raw_corpus>
		<annotated_corpus creation_date="06/01/2009" institute_name="IIIT Hyderabad"></annotated_corpus>
	<edition_number>1.0</edition_number>
	</creation>
	<publication>
		<place>New Delhi</place>
		<date>30/5/2004</date>
		<type>Newspaper</type>
		<publisher>
			<name>Amar Ujala</name>
			<url>http://www.amarujala.com</url>
		</publisher>
	</publication>

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	ऐतिहासिक	JJ	<fs af='ऐतिहासिक,adj,any,any,,o,,' name='ऐतिहासिक' posn='10'>
1.2	ताजमहल	NNP	<fs af='ताजमहल,n,m,sg,3,o,0,0' name='ताजमहल' posn='20'>
1.3	की	PSP	<fs af='का,psp,f,sg,,o,,' name='की' posn='30'>
	))
2	((	NP	<fs name='NP2' drel='nmod:NP3'>
2.1	स्थिति	NN	<fs af='स्थिति,n,f,sg,3,o,0,0' name='स्थिति' posn='40'>
2.2	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='50'>
	))
3	((	NP	<fs name='NP3' drel='k1:VGF'>
3.1	विवाद	NN	<fs af='विवाद,n,m,sg,3,d,0,0' name='विवाद' posn='60'>
	))
4	((	RBP	<fs name='RBP' drel='adv:VGF'>
4.1	लगातार	RB	<fs af='लगातार,adv,,,,,,' name='लगातार' posn='70'>
	))
5	((	JJP	<fs name='JJP' drel='k1s:VGF'>
5.1	जारी	JJ	<fs af='जारी,adj,any,any,,,,' name='जारी' posn='80'>
	))
6	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
6.1	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='90'>
	))
7	((	BLK	<fs name='BLK' drel='rsym:VGF'>
7.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='100'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='k1:VGNN'>
1.1	राजकुमार	NNC	<fs af='राजकुमार,n,m,sg,3,d,0,0' name='राजकुमार' posn='10'>
1.2	याकूब	NNPC	<fs af='याकूब,n,m,sg,3,d,0,0' name='याकूब' posn='20'>
1.3	हबीबुद्दीन	NNPC	<fs af='हबीबुद्दीन,n,m,sg,3,d,0,0' name='हबीबुद्दीन' posn='30'>
1.4	टुसी	NNP	<fs af='टुसी,n,m,sg,3,o,0,0' name='टुसी' posn='40'>
1.5	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='50'>
	))
2	((	VGNN	<fs name='VGNN' drel='k1:VGF'>
2.1	कहना	VM	<fs af='कह,v,any,any,any,d,ना,nA' name='कहना' posn='60'>
	))
3	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
3.1	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='70'>
	))
4	((	CCP	<fs name='CCP' drel='k2:VGNN'>
4.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='80'>
	))
5	((	NP	<fs name='NP2' drel='k1:VGF2'>
5.1	वह	PRP	<fs af='वह,pn,any,sg,3,d,0,0' name='वह' posn='90'>
	))
6	((	NP	<fs name='NP3' drel='r6:NP4'>
6.1	अपने	PRP	<fs af='अपना,pn,m,any,any,o,0,0' name='अपने' posn='100'>
	))
7	((	NP	<fs name='NP4' drel='r6:NP5'>
7.1	पूर्वजों	NN	<fs af='पूर्वज,n,m,pl,3,o,0,0' name='पूर्वजों' posn='110'>
7.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='120'>
	))
8	((	NP	<fs name='NP5' drel='k7p:VGF2'>
8.1	मकबरे	NN	<fs af='मकबरा,n,m,sg,3,o,0,0' name='मकबरे' posn='130'>
8.2	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='140'>
	))
9	((	NP	<fs name='NP6' drel='k7t:VGF2'>
9.1	केवल	RP	<fs af='केवल,avy,,,,,,' name='केवल' posn='150'>
9.2	एक	QC	<fs af='एक,num,any,any,,any,,' name='एक' posn='160'>
9.3	साल	NN	<fs af='साल,n,m,sg,3,d,0,0' name='साल' posn='170'>
	))
10	((	NP	<fs name='NP7' drel='k2:VGNN2'>
10.1	उर्स	NNP	<fs af='उर्स,n,m,sg,3,d,0,0' name='उर्स' posn='180'>
	))
11	((	VGNN	<fs name='VGNN2' drel='r6:NP8'>
11.1	मनाने	VM	<fs af='मना,v,any,any,any,o,ना,nA' name='मनाने' posn='190'>
11.2	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का2' posn='200'>
	))
12	((	NP	<fs name='NP8' drel='k2:VGF2'>
12.1	अधिकार	NN	<fs af='अधिकार,n,m,sg,3,d,0,0' name='अधिकार' posn='210'>
	))
13	((	VGF	<fs voicetype='active' name='VGF2' stype='declarative' drel='ccof:CCP'>
13.1	चाहते	VM	<fs af='चाह,v,m,sg,3h,,ता,wA' name='चाहते' posn='220'>
13.2	हैं	VAUX	<fs af='है,v,any,sg,3h,,है,hE' name='हैं' posn='230'>
	))
14	((	BLK	<fs name='BLK' drel='rsym:VGF'>
14.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='240'>
	))
</Sentence>

<Sentence id='3'>
1	((	NULL__NP	<fs mtype='non-gap' troot='यह' dmrel='k1:VGF' name='NULL__NP'>
1.1	NULL	PRP	<fs name='NULL'>
	))
2	((	JJP	<fs name='JJP' drel='k1s:VGF'>
2.1	गौरतलब	JJ	<fs af='गौरतलब,adj,any,any,,,,' name='गौरतलब' posn='10'>
	))
3	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
3.1	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='20'>
	))
4	((	CCP	<fs name='CCP' drel='rs:NULL__NP'>
4.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='30'>
	))
5	((	NP	<fs name='NP' drel='k1:VGF2'>
5.1	टुसी	NNP	<fs af='टुसी,n,m,sg,3,o,0,0' name='टुसी' posn='40'>
5.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='50'>
	))
6	((	NP	<fs name='NP2' drel='nmod:NP3'>
6.1	अंतिम	JJ	<fs af='अंतिम,adj,any,any,,o,,' name='अंतिम' posn='60'>
6.2	मुगल	NNC	<fs af='मुगल,n,m,sg,3,d,0,0' name='मुगल' posn='90'>
6.3	बादशाह	NN	<fs af='बादशाह,n,m,sg,3,o,0,0' name='बादशाह' posn='90'>
	))
7	((	NP	<fs name='NP3' drel='nmod:NP4'>
7.1	बहादुरशाह	NNPC	<fs af='बहादुरशाह,n,m,sg,3,d,0,0' name='बहादुरशाह' posn='90'>
7.2	जफर	NNP	<fs af='जफर,n,m,sg,3,o,0,0' name='जफर' posn='100'>
7.3	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='110'>
	))
8	((	NP	<fs name='NP4' drel='k1:VGNN'>
8.1	वशंज	NN	<fs af='वशंज,n,m,sg,3,d,0,0' name='वशंज' posn='120'>
	))
9	((	VGNN	<fs name='VGNN' drel='r6-k2:NP5'>
9.1	होने	VM	<fs af='हो,v,any,any,any,o,ना,nA' name='होने' posn='130'>
9.2	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का2' posn='140'>
	))
10	((	NP	<fs name='NP5' drel='pof:VGF2'>
10.1	दावा	NN	<fs af='दावा,n,m,sg,3,d,0,0' name='दावा' posn='150'>
	))
11	((	VGF	<fs voicetype='active' name='VGF2' stype='declarative' drel='ccof:CCP'>
11.1	किया	VM	<fs af='कर,v,m,sg,3,,या,yA' name='किया' posn='160'>
11.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है2' posn='170'>
	))
12	((	BLK	<fs name='BLK' drel='rsym:VGF'>
12.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='180'>
	))
</Sentence>

<Sentence id='4'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' name='उन्होंने' posn='10'>
	))
2	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
2.1	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' name='कहा' posn='20'>
	))
3	((	CCP	<fs name='CCP' drel='k2:VGF'>
3.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='30'>
	))
4	((	NP	<fs name='NP2' drel='r6:NP3'>
4.1	उनकी	PRP	<fs af='वह,pn,f,sg,3h,o,का,kA' name='उनकी' posn='40'>
	))
5	((	NP	<fs name='NP3' drel='k2:VGF2'>
5.1	पहली	QO	<fs af='पहला,num,f,sg,,o,,' name='पहली' posn='50'>
5.2	टिथी	NN	<fs af='टिथी,n,f,sg,3,o,0,0' name='टिथी' posn='60'>
5.3	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='70'>
	))
6	((	NP	<fs name='NP4' drel='adv:VGF2'>
6.1	गलत	JJ	<fs af='गलत,adj,any,any,,o,,' name='गलत' posn='80'>
6.2	ढ़ंग	NN	<fs af='ढ़ंग,n,m,sg,3,o,0,0' name='ढ़ंग' posn='90'>
6.3	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='100'>
	))
7	((	JJP	<fs name='JJP' drel='pof:VGF2'>
7.1	पेश	JJ	<fs af='पेश,adj,any,any,,,,' name='पेश' posn='110'>
	))
8	((	VGF	<fs voicetype='passive' name='VGF2' stype='declarative' drel='ccof:CCP'>
8.1	किया	VM	<fs af='कर,v,m,sg,3,,या,yA' name='किया' posn='120'>
8.2	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' name='गया' posn='130'>
	))
9	((	BLK	<fs name='BLK' drel='rsym:VGF'>
9.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='140'>
	))
</Sentence>

<Sentence id='5'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	राजकुमार	NNC	<fs af='राजकुमार,n,m,sg,3,d,0,0' name='राजकुमार' posn='10'>
1.2	टुसी	NNP	<fs af='टुसी,n,m,sg,3,o,0,0' name='टुसी' posn='20'>
1.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='30'>
	))
2	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
2.1	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' name='कहा' posn='40'>
	))
3	((	CCP	<fs name='CCP' drel='k2:VGF'>
3.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='50'>
	))
4	((	NP	<fs name='NP2' drel='k1:VGF2'>
4.1	उन्होंने	PRP	<fs af='वह,pn,any,sg,3h,o,ने,ne' name='उन्होंने' posn='60'>
	))
5	((	NP	<fs name='NP3' drel='r6:NP4'>
5.1	अपनी	PRP	<fs af='अपना,pn,f,any,any,o,0,0' name='अपनी' posn='70'>
	))
6	((	NP	<fs name='NP4' drel='k7:VGF2'>
6.1	टिथी	NN	<fs af='टिथी,n,f,sg,3,o,0,0' name='टिथी' posn='80'>
6.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='90'>
	))
7	((	NP	<fs name='NP5' drel='r6:NP7'>
7.1	भारतीय	NNPC	<fs af='भारतीय,adj,any,any,,d,,' name='भारतीय' posn='90'>
7.2	पुरातत्वीय	NNPC	<fs af='पुरातत्वीय,adj,any,any,,d,,' name='पुरातत्वीय' posn='90'>
7.3	सर्वे	NNP	<fs af='सर्वे,n,m,sg,3,o,0,0' name='सर्वे' posn='120'>
	))
8	((	NP	<fs name='NP6' drel='rs:NP5'>
