<document id="2491770">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" ></availability>			
<bibl>			
</bibl>			
<bytecount>8.0K</bytecount>			
<domain name="general" ></domain>			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" ></edition>			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" ></language>			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" ></projectdesc>			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" ></pubplace>			
<wordcount>9  </wordcount>			
<caption>मुंबई पर फिर बारिश का कहर स्थिति से निपटने के लिए नौसेना को सतर्क किया एजेंसियां मुंबई। </caption>			
			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='k7t:VGNF'>
1.1	पिछले	JJ	<fs af='पिछला,adj,any,any,,o,,' name='पिछले' posn='10'>
1.2	साल	NN	<fs af='साल,n,m,sg,3,o,0,0' name='साल' posn='20'>
	))
2	((	VGNF	<fs name='VGNF' drel='nmod__k1inv:NP2'>
2.1	हुई	VM	<fs af='हो,v,f,sg,any,,या,yA' name='हुई' posn='30'>
	))
3	((	NP	<fs name='NP2' drel='r6:NP3'>
3.1	भारी	JJ	<fs af='भारी,adj,any,any,,o,,' name='भारी' posn='40'>
3.2	बारिश	NN	<fs af='बारिश,n,f,sg,3,o,0,0' name='बारिश' posn='50'>
3.3	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='60'>
	))
4	((	NP	<fs name='NP3' drel='k5:VGF'>
4.1	कहर	NN	<fs af='कहर,n,m,sg,3,o,0,0' name='कहर' posn='70'>
4.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='80'>
	))
5	((	NP	<fs name='NP4' drel='k1:VGF'>
5.1	मुंबई	NNP	<fs af='मुंबई,n,f,sg,3,d,0,0' name='मुंबई' posn='90'>
	))
6	((	NP	<fs name='NP5' drel='k7t:VGF'>
6.1	अभी	PRP	<fs af='अब,pn,,,,d,,' name='अभी' posn='100'>
	))
7	((	NP	<fs name='NP6' drel='adv:VGF'>
7.1	पूरी	JJ	<fs af='पूरा,adj,f,sg,,o,,' name='पूरी' posn='110'>
7.2	तरह	NN	<fs af='तरह,n,f,sg,3,o,0,0' name='तरह' posn='120'>
7.3	से	PSP	<fs af='से,psp,,,,,,' name='से2' posn='130'>
	))
8	((	VGNN	<fs name='VGNN' drel='r6-k2:NP7'>
8.1	उबरने	VM	<fs af='उबर,v,any,any,any,o,ना,nA' name='उबरने' posn='140'>
8.2	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की' posn='150'>
	))
9	((	NP	<fs name='NP7' drel='pof:VGF'>
9.1	कोशिश	NN	<fs af='कोशिश,n,f,sg,3,d,0,0' name='कोशिश' posn='160'>
9.2	ही	RP	<fs af='ही,avy,,,,,,' name='ही' posn='170'>
	))
10	((	VGF	<fs voicetype='active' name='VGF' stype='declarative' drel='ccof:CCP'>
10.1	कर	VM	<fs af='कर,v,any,any,any,,0,0' name='कर' posn='180'>
10.2	रहा	VAUX	<fs af='रह,v,m,sg,any,,या,yA' name='रहा' posn='190'>
10.3	था	VAUX	<fs af='था,v,m,sg,any,,था,WA' name='था' posn='200'>
	))
11	((	CCP	<fs name='CCP'>
11.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='210'>
	))
12	((	NP	<fs name='NP8' drel='k7t:VGF2'>
12.1	रविवार	NNP	<fs af='रविवार,n,m,sg,3,o,0,0' name='रविवार' posn='220'>
12.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='230'>
	))
13	((	RBP	<fs name='RBP' drel='adv:VGF2'>
13.1	फिर	RB	<fs af='फिर,adv,,,,,,' name='फिर' posn='240'>
	))
14	((	NP	<fs name='NP9' drel='k1:VGF2'>
14.1	जोरदार	JJ	<fs af='जोरदार,adj,any,any,,o,,' name='जोरदार' posn='250'>
14.2	बारिश	NN	<fs af='बारिश,n,f,sg,3,o,0,0' name='बारिश2' posn='260'>
14.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='270'>
	))
15	((	NP	<fs name='NP10' drel='r6:NP11'>
15.1	मुंबई	NNP	<fs af='मुंबई,n,f,sg,3,o,0,0' name='मुंबई2' posn='280'>
15.2	के	PSP	<fs af='का,psp,m,pl,3,o,,' name='के2' posn='290'>
	))
16	((	NP	<fs name='NP11' drel='k2:VGF2'>
16.1	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0,0' name='लोगों' posn='300'>
16.2	को	PSP	<fs af='को,psp,,,,,,' name='को2' posn='310'>
	))
17	((	JJP	<fs name='JJP' drel='pof:VGF2'>
