<document id="2486928-b">
<head>
	<caption>ब्रज के रासाचार्य को पद्मश्री सम्मान मिला अमर उजाला ब्यूरो नई दिल्ली .</caption>
	<language>Hindi </language>
	<domain_name>News Articles </domain_name>
	<word_count>299</word_count>
	<byte_count>37388</byte_count>
	<availability>
		<format>CML/SSF</format>
	<sentence_marker>.</sentence_marker>
	<normalization>No</normalization>
	</availability>
	<encoding_description>
		<original_encoding>ISO 8859</original_encoding>
		<new_encoding>Unicode UTF8</new_encoding>
	</encoding_description>
	<distributor>LTRC, IIIT Hyderabad</distributor>
	<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>
	<creation>
		<raw_corpus creation_date="" institute_name="IIIT Hyderabad"></raw_corpus>
		<annotated_corpus creation_date="06/01/2009" institute_name="IIIT Hyderabad"></annotated_corpus>
	<edition_number>1.0</edition_number>
	</creation>
	<publication>
		<place>New Delhi</place>
		<date>29/5/2004</date>
		<type>Newspaper</type>
		<publisher>
			<name>Amar Ujala</name>
			<url>http://www.amarujala.com</url>
		</publisher>
	</publication>

</head>
<body>
<tb number="6" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	वृंदावन	NNP	<fs af='वृंदावन,n,m,sg,3,o,0,0' name='वृंदावन' posn='10'>
1.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='nmod:NP3'>
2.1	रासाचार्य	NN	<fs af='रासाचार्य,n,m,sg,3,o,00,' name='रासाचार्य' posn='30'>
	))
3	((	NP	<fs name='NP3' drel='k4:VGF'>
3.1	स्वामी	NNC	<fs af='स्वामी,n,m,sg,3,d,0,0' name='स्वामी' posn='40'>
3.2	हरगोविंद	NNPC	<fs af='हरगोविंद,n,m,sg,3,d,0,0' name='हरगोविंद' posn='50'>
3.3	शर्मा	NNP	<fs af='शर्मा,n,any,sg,3,o,0,0' name='शर्मा' posn='60'>
3.4	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='70'>
	))
4	((	NP	<fs name='NP4' drel='k7t:VGF'>
4.1	बुधवार	NNP	<fs af='बुधवार,n,m,sg,3,o,0,0' name='बुधवार' posn='80'>
4.2	को	PSP	<fs af='को,psp,,,,,,' name='को2' posn='90'>
	))
5	((	NP	<fs name='NP5' drel='jjmod:JJP'>
5.1	राष्ट्रपति	NNP	<fs af='राष्ट्रपति,n,m,sg,3,d,0,0' name='राष्ट्रपति' posn='100'>
5.2	भवन	NN	<fs af='भवन,n,m,sg,3,o,0,0' name='भवन' posn='110'>
5.3	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='120'>
	))
6	((	JJP	<fs name='JJP' drel='nmod:NP6'>
6.1	आयोजित	JJ	<fs af='आयोजित,adj,any,any,,o,,' name='आयोजित' posn='130'>
	))
7	((	NP	<fs name='NP6' drel='k7:VGF'>
7.1	अलंकरण	NNC	<fs af='अलंकरण,n,m,sg,3,d,0,0' name='अलंकरण' posn='140'>
7.2	समारोह	NN	<fs af='समारोह,n,m,sg,3,o,0,0' name='समारोह' posn='150'>
7.3	में	PSP	<fs af='में,psp,,,,,,' name='में2' posn='160'>
	))
8	((	NP	<fs name='NP7' drel='k2:VGF'>
8.1	पद्मश्री	NNP	<fs af='पद्मश्री,n,m,sg,3,o,0,0' name='पद्मश्री' posn='170'>
8.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='180'>
	))
9	((	JJP	<fs name='JJP2' drel='pof:VGF'>
9.1	सम्मानित	JJ	<fs af='सम्मानित,adj,any,any,,,,' name='सम्मानित' posn='190'>
	))
10	((	VGF	<fs name='VGF' stype='declarative' voicetype='passive'>
10.1	किया	VM	<fs af='कर,v,m,sg,any,,या,yA' name='किया' posn='200'>
10.2	गया	VAUX	<fs af='जा,v,m,sg,any,,या१,yA1' name='गया' posn='210'>
	))
11	((	BLK	<fs name='BLK' drel='rsym:VGF'>
11.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='220'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='k4:VGF'>
1.1	उन्हें	PRP	<fs af='वह,pn,any,sg,3h,o,को,ko' name='उन्हें' posn='10'>
	))
2	((	NP	<fs name='NP2' drel='ccof:CCP'>
2.1	रास	NNPC	<fs af='रास,n,m,sg,3,d,0,0' name='रास' posn='20'>
2.2	लीला	NNP	<fs af='लीला,n,f,sg,3,o,0,0' name='लीला' posn='30'>
	))
3	((	NP	<fs name='NP3' drel='rs:NP2'>
3.1	(	SYM	<fs af='(,punc,,,,,,' name='(' posn='40'>
3.2	कृष्णलीला	NNP	<fs af='कृष्णलीला,n,f,sg,3,o,0,0' name='कृष्णलीला' posn='50'>
3.3	)	SYM	<fs af='),punc,,,,,,' name=')' posn='60'>
	))
4	((	CCP	<fs name='CCP' drel='r6:NP5'>
4.1	व	CC	<fs af='व,avy,,,,,,' name='व' posn='70'>
	))
5	((	NP	<fs name='NP4' drel='ccof:CCP'>
5.1	चैतन्य	NNPC	<fs af='चैतन्य,n,m,sg,3,d,0,0' name='चैतन्य' posn='80'>
5.2	लीला	NNP	<fs af='लीला,n,f,sg,3,o,0,0' name='लीला2' posn='90'>
5.3	के	PSP	<fs af='का,psp,m,sg,3,o,,' name='के' posn='100'>
	))
6	((	NP	<fs name='NP5' drel='k7:VGF'>
6.1	क्षेत्र	NN	<fs af='क्षेत्र,n,m,sg,3,o,0,0' name='क्षेत्र' posn='110'>
6.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='120'>
	))
7	((	NP	<fs name='NP6' drel='rt:VGF'>
7.1	उल्लेखनीय	JJ	<fs af='उल्लेखनीय,adj,any,any,,o,,' name='उल्लेखनीय' posn='130'>
7.2	योगदान	NN	<fs af='योगदान,n,m,sg,3,o,0,0' name='योगदान' posn='140'>
7.3	के	PSP	<fs af='के,psp,,,,,,' name='के2' posn='150'>
7.4	लिए	PSP	<fs af='लिए,psp,,,,,,' name='लिए'>
	))
8	((	NP	<fs name='NP7' drel='pof:VGF'>
8.1	यह	DEM	<fs af='यह,pn,any,sg,3,d,,' name='यह' posn='170'>
8.2	सम्मान	NN	<fs af='सम्मान,n,m,sg,3,d,0,0' name='सम्मान' posn='180'>
	))
9	((	VGF	<fs name='VGF' stype='declarative' voicetype='passive'>
9.1	दिया	VM	<fs af='दे,v,m,sg,any,,या,yA' name='दिया' posn='190'>
9.2	गया	VAUX	<fs af='जा,v,m,sg,any,,या१,yA1' name='गया' posn='200'>
	))
10	((	BLK	<fs name='BLK' drel='rsym:VGF'>
10.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='210'>
	))
</Sentence>

<Sentence id='3'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	स्वामी	NNC	<fs af='स्वामी,n,m,sg,3,d,0,0' name='स्वामी' posn='10'>
1.2	हरगोविंद	NNP	<fs af='हरगोविंद,n,m,sg,3,o,0,0' name='हरगोविंद' posn='20'>
1.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='30'>
	))
2	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
2.1	कहा	VM	<fs af='कह,v,m,sg,any,,या,yA' name='कहा' posn='40'>
	))
3	((	CCP	<fs name='CCP' drel='k2:VGF'>
3.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='50'>
	))
4	((	NP	<fs name='NP2' drel='ccof:CCP2'>
4.1	ब्रजवासियों	NN	<fs af='ब्रजवासी,n,m,pl,3,o,0,0' name='ब्रजवासियों' posn='170'>
	))
5	((	CCP	<fs name='CCP2' drel='r6:NP5'>
5.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='70'>
	))
