<document id="2494108">
<head>
	<caption>इंडोनेशिया में फिर भूकंप के झटके नियास में अब तक सात सौ झटके दर्ज एजेंसियां नई दिल्ली/जकार्ता.</caption>
	<language>Hindi </language>
	<domain_name>News Articles </domain_name>
	<word_count>340</word_count>
	<byte_count>41320</byte_count>
	<availability>
		<format>CML/SSF</format>
	<sentence_marker>.</sentence_marker>
	<normalization>No</normalization>
	</availability>
	<encoding_description>
		<original_encoding>ISO 8859</original_encoding>
		<new_encoding>Unicode UTF8</new_encoding>
	</encoding_description>
	<distributor>LTRC, IIIT Hyderabad</distributor>
	<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>
	<creation>
		<raw_corpus creation_date="" institute_name="IIIT Hyderabad"></raw_corpus>
		<annotated_corpus creation_date="06/01/2009" institute_name="IIIT Hyderabad"></annotated_corpus>
	<edition_number>1.0</edition_number>
	</creation>
	<publication>
		<place>New Delhi</place>
		<date>1/6/2004</date>
		<type>Newspaper</type>
		<publisher>
			<name>Amar Ujala</name>
			<url>http://www.amarujala.com</url>
		</publisher>
	</publication>

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='ccof:CCP'>
1.1	सुमात्रा	NNP	<fs af='सुमात्रा,n,m,sg,3,o,0,0' name='सुमात्रा' posn='10'>
	))
2	((	CCP	<fs name='CCP' drel='jjmod:JJP'>
2.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='20'>
	))
3	((	NP	<fs name='NP2' drel='ccof:CCP'>
3.1	इंडोनेशिया	NNP	<fs af='इंडोनेशिया,n,m,sg,3,o,0,0' name='इंडोनेशिया' posn='30'>
3.2	के	PSP	<fs af='के,psp,,,,,,' name='के' posn='40'>
3.3	पास	NST	<fs af='पास,nst,m,sg,3,d,,' name='पास' posn='50'>
	))
4	((	JJP	<fs name='JJP' drel='nmod:NP3'>
4.1	स्थित	JJ	<fs af='स्थित,adj,any,any,,o,,' name='स्थित' posn='60'>
	))
5	((	NP	<fs name='NP3' drel='k7p:VGF'>
5.1	द्वीपों	NN	<fs af='द्वीप,n,m,pl,3,o,0,0' name='द्वीपों' posn='70'>
5.2	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='80'>
	))
6	((	NP	<fs name='NP4' drel='k7t:VGF'>
6.1	बृहस्पतिवार	NNP	<fs af='बृहस्पतिवार,n,m,sg,3,o,0,0' name='बृहस्पतिवार' posn='90'>
6.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='100'>
	))
7	((	NP	<fs name='NP5' drel='r6:NP6'>
7.1	भूकंप	NN	<fs af='भूकंप,n,m,sg,3,o,0,0' name='भूकंप' posn='110'>
7.2	के	PSP	<fs af='का,psp,m,pl,,d,,' name='के2' posn='120'>
	))
8	((	NP	<fs name='NP6' drel='k2:VGF'>
8.1	दो	QC	<fs af='दो,num,any,any,,any,,' name='दो' posn='130'>
8.2	तगड़े	JJ	<fs af='तगडा,adj,m,pl,,d,,' name='तगड़े' posn='140'>
8.3	झटके	NN	<fs af='झटका,n,m,pl,3,d,0,0' name='झटके' posn='150'>
	))
9	((	JJP	<fs name='JJP2' drel='pof:VGF'>
9.1	महसूस	JJ	<fs af='महसूस,adj,any,any,,,,' name='महसूस' posn='160'>
	))
10	((	VGF	<fs name='VGF' stype='declarative' voicetype='passive'>
10.1	किए	VM	<fs af='कर,v,m,pl,3,,या,yA' name='किए' posn='170'>
10.2	गए	VAUX	<fs af='जा,v,m,pl,3,,या१,yA1' name='गए' posn='180'>
	))
11	((	BLK	<fs name='BLK' drel='rsym:VGF'>
11.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='190'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='k7p:VGF'>
1.1	रेक्टर	NNPC	<fs af='रेक्टर,n,m,sg,3,d,0,0' name='रेक्टर' posn='10'>
1.2	स्केल	NNP	<fs af='स्केल,n,m,sg,3,o,0,0' name='स्केल' posn='20'>
1.3	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='30'>
	))
2	((	NP	<fs name='NP2' drel='r6:NP3'>
2.1	इनकी	PRP	<fs af='यह,pn,f,pl,3,o,का,kA' name='इनकी' posn='40'>
	))
3	((	NP	<fs name='NP3' drel='k2:VGF'>
3.1	तीव्रता	NN	<fs af='तीव्रता,n,f,sg,3,d,0,0' name='तीव्रता' posn='50'>
	))
4	((	NP	<fs name='NP4' drel='ccof:CCP'>
4.1	५.१	QC	<fs af='५.१,num,any,any,,any,,' name='५.१' posn='130'>
	))
5	((	CCP	<fs name='CCP' drel='k2s:VGF'>
5.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='70'>
	))
6	((	NP	<fs name='NP5' drel='ccof:CCP'>
6.1	५.४	QC	<fs af='५.४,num,any,any,,any,,' name='५.४' posn='130'>
	))
7	((	VGF	<fs name='VGF' stype='declarative' voicetype='passive'>
7.1	मापी	VM	<fs af='माप,v,f,sg,3,,या,yA' name='मापी' posn='90'>
7.2	गई	VAUX	<fs af='जा,v,f,sg,3,,या१,yA1' name='गई' posn='100'>
	))
8	((	BLK	<fs name='BLK' drel='rsym:VGF'>
8.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='110'>
	))
</Sentence>

<Sentence id='5'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	इनका	PRP	<fs af='यह,pn,m,pl,3,o,का,kA' name='इनका' posn='10'>
	))
2	((	NP	<fs name='NP2' drel='k1:VGF'>
2.1	केंद्र	NN	<fs af='केंद्र,n,m,sg,3,d,0,0' name='केंद्र' posn='20'>
	))
3	((	NP	<fs name='NP3' drel='r6:NP4'>
3.1	सुमात्रा	NNP	<fs af='सुमात्रा,n,m,sg,3,o,0,0' name='सुमात्रा' posn='30'>
3.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='40'>
	))
4	((	NP	<fs name='NP4' drel='k7p:VGF'>
4.1	दक्षिणी	JJ	<fs af='दक्षिणी,adj,any,any,,o,,' name='दक्षिणी' posn='50'>
4.2	तट	NN	<fs af='तट,n,m,sg,3,o,0,0' name='तट' posn='60'>
4.3	के	PSP	<fs af='के,psp,,,,,,' name='के2' posn='70'>
4.4	पास	NST	<fs af='पास,nst,m,sg,3,d,,' name='पास' posn='80'>
	))
5	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
5.1	था	VM	<fs af='था,v,m,sg,3,,था,WA' name='था' posn='90'>
	))
6	((	BLK	<fs name='BLK' drel='rsym:VGF'>
6.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='100'>
	))
</Sentence>

<Sentence id='6'>
1	((	NP	<fs name='NP' drel='rh:VGF'>
1.1	भूकंप	NN	<fs af='भूकंप,n,m,sg,3,o,0,0' name='भूकंप' posn='10'>
1.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='r6:NP3'>
2.1	किसी	PRP	<fs af='कोई,pn,any,sg,3,o,0,0' name='किसी' posn='30'>
2.2	प्रकार	NN	<fs af='प्रकार,n,m,sg,3,o,0,0' name='प्रकार' posn='40'>
2.3	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='50'>
	))
3	((	NP	<fs name='NP3' drel='r6:NP4'>
3.1	जान	NNC	<fs af='जान,n,f,sg,3,d,0,0' name='जान' posn='60'>
3.2	-	SYM	<fs af='-,punc,,,,,,' name='-' posn='70'>
3.3	माल	NN	<fs af='माल,n,m,sg,3,o,0,0' name='माल' posn='80'>
3.4	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के2' posn='90'>
	))
4	((	NP	<fs name='NP4' drel='r6:NP5'>
4.1	नुक़सान	NN	<fs af='नुकसान,n,m,sg,3,o,0,0' name='नुक़सान' posn='100'>
4.2	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की' posn='110'>
	))
5	((	NP	<fs name='NP5' drel='k1:VGF'>
5.1	सूचना	NN	<fs af='सूचना,n,f,sg,3,d,0,0' name='सूचना' posn='120'>
	))
6	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
6.1	नहीं	NEG	<fs af='नहीं,avy,,,,,,' name='नहीं' posn='130'>
6.2	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='140'>
	))
7	((	BLK	<fs name='BLK' drel='rsym:VGF'>
7.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='150'>
	))
</Sentence>

<Sentence id='7'>
1	((	NP	<fs name='NP' drel='sent-adv:VGF'>
1.1	वहीं	PRP	<fs af='वहाँ,pn,,,,d,,' name='वहीं' posn='10'>
	))
2	((	NP	<fs name='NP2' drel='k7t:VGF'>
2.1	सोमवार	NNP	<fs af='सोमवार,n,m,sg,3,o,0,0' name='सोमवार' posn='20'>
2.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='30'>
	))
3	((	NP	<fs name='NP3' drel='k7p:VGF'>
3.1	यहाँ	PRP	<fs af='यहाँ,pn,,,,d,,' name='यहाँ' posn='40'>
	))
4	((	NP	<fs name='NP4' drel='k7p:VGNF'>
4.1	समुद्र	NN	<fs af='समुद्र,n,m,sg,3,o,0,0' name='समुद्र' posn='50'>
4.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='60'>
	))
5	((	VGNF	<fs name='VGNF' drel='nmod__k1inv:NP5'>
5.1	आए	VM	<fs af='आ,v,any,sg,3,,या,yA' name='आए' posn='70'>
	))
6	((	NP	<fs name='NP5' drel='k7t:VGF'>
6.1	भीषण	JJ	<fs af='भीषण,adj,any,any,,o,,' name='भीषण' posn='80'>
6.2	भूकंप	NN	<fs af='भूकंप,n,m,sg,3,o,0,0' name='भूकंप' posn='90'>
6.3	के	PSP	<fs af='के,psp,,,,,,' name='के' posn='100'>
6.4	बाद	NST	<fs af='बाद,nst,m,sg,3,d,,' name='बाद' posn='110'>
	))
7	((	NP	<fs name='NP6' drel='k7p:VGF'>
7.1	नियास	NNPC	<fs af='नियास,n,m,sg,3,d,0,0' name='नियास' posn='120'>
7.2	द्वीप	NNP	<fs af='द्वीप,n,m,sg,3,o,0,0' name='द्वीप' posn='130'>
7.3	में	PSP	<fs af='में,psp,,,,,,' name='में2' posn='140'>
	))
8	((	NP	<fs name='NP7' drel='k2:VGF'>
8.1	सात	QCC	<fs af='सात,num,any,any,,any,,' name='सात' posn='150'>
8.2	सौ	QC	<fs af='सौ,num,any,any,,any,,' name='सौ' posn='160'>
8.3	झटके	NN	<fs af='झटका,n,m,pl,3,d,0,0' name='झटके' posn='170'>
	))
9	((	JJP	<fs name='JJP' drel='pof:VGF'>
9.1	दर्ज	JJ	<fs af='दर्ज,adj,any,any,,,,' name='दर्ज' posn='180'>
	))
10	((	VGF	<fs name='VGF' stype='declarative' voicetype='passive'>
10.1	किए	VM	<fs af='कर,v,m,pl,any,,या,yA' name='किए' posn='190'>
10.2	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' name='जा' posn='200'>
10.3	चुके	VAUX	<fs af='चुक,v,m,pl,3,,या,yA' name='चुके' posn='210'>
10.4	हैं	VAUX	<fs af='है,v,any,pl,3,,है,hE' name='हैं' posn='220'>
	))
11	((	BLK	<fs name='BLK' drel='rsym:VGF'>
11.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='230'>
	))
</Sentence>

<Sentence id='8'>
1	((	NP	<fs name='NP' drel='sent-adv:VGF'>
1.1	उधर	NST	<fs af='उधर,nst,m,sg,3,d,,' name='उधर' posn='10'>
1.2	,	SYM	<fs af='COMMA,punc,,,,,,' name=',' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='k1:VGF'>
2.1	संयुक्त	NNPC	<fs af='संयुक्त,adj,any,any,,o,,' name='संयुक्त' posn='70'>
2.2	राष्ट्र	NNP	<fs af='राष्ट्र,n,m,sg,3,o,0,0' name='राष्ट्र' posn='40'>
2.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='50'>
	))
3	((	NP	<fs name='NP3' drel='ccof:CCP'>
