<document id="2486919-b">
<head>
	<caption>कलाम के सुरक्षाकर्मी का सामान ट्रेन में चोरी प्रे पटना .</caption>
	<language>Hindi </language>
	<domain_name>News Articles </domain_name>
	<word_count>143</word_count>
	<byte_count>18806</byte_count>
	<availability>
		<format>CML/SSF</format>
	<sentence_marker>.</sentence_marker>
	<normalization>No</normalization>
	</availability>
	<encoding_description>
		<original_encoding>ISO 8859</original_encoding>
		<new_encoding>Unicode UTF8</new_encoding>
	</encoding_description>
	<distributor>LTRC, IIIT Hyderabad</distributor>
	<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>
	<creation>
		<raw_corpus creation_date="" institute_name="IIIT Hyderabad"></raw_corpus>
		<annotated_corpus creation_date="06/01/2009" institute_name="IIIT Hyderabad"></annotated_corpus>
	<edition_number>1.0</edition_number>
	</creation>
	<publication>
		<place>New Delhi</place>
		<date>29/5/2004</date>
		<type>Newspaper</type>
		<publisher>
			<name>Amar Ujala</name>
			<url>http://www.amarujala.com</url>
		</publisher>
	</publication>

</head>
<body>
<tb number="3" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	राष्ट्रपति	NNP	<fs af='राष्ट्रपति,n,m,sg,3,d,0,0' name='राष्ट्रपति' posn='10'>
1.2	ए.	NNPC	<fs af='ए.,n,m,sg,3,d,0,0' name='ए.' posn='20'>
1.3	पी.	NNPC	<fs af='पी.,n,m,sg,3,d,0,0' name='पी.' posn='30'>
1.4	जे.	NNPC	<fs af='जे.,n,m,sg,3,d,0,0' name='जे.' posn='40'>
1.5	कलाम	NNP	<fs af='कलाम,n,m,sg,3,o,0,0' name='कलाम' posn='50'>
1.6	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='60'>
	))
2	((	NP	<fs name='NP2' drel='k1:VGNF'>
2.1	एक	QC	<fs af='एक,num,any,any,,any,,' name='एक' posn='70'>
2.2	सुरक्षा	NNC	<fs af='सुरक्षा,n,f,sg,3,d,0,0' name='सुरक्षा' posn='80'>
2.3	जवान	NN	<fs af='जवान,n,m,sg,3,o,0,0' name='जवान' posn='90'>
2.4	द्वारा	PSP	<fs af='द्वारा,psp,,,,,,' name='द्वारा' posn='100'>
	))
3	((	VGNF	<fs name='VGNF' drel='nmod__k1inv:NP3'>
3.1	ले	VM	<fs af='ले,v,any,any,any,,0,0' name='ले' posn='110'>
3.2	जाया	VAUX	<fs af='जा,v,m,sg,any,,या,yA' name='जाया' posn='120'>
3.3	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' name='जा' posn='130'>
3.4	रहा	VAUX	<fs af='रह,v,m,sg,any,,या,yA' name='रहा' posn='140'>
	))
4	((	NP	<fs name='NP3' drel='k1:VGF'>
4.1	सामान	NN	<fs af='सामान,n,m,sg,3,d,0,0' name='सामान' posn='150'>
	))
5	((	NP	<fs name='NP4' drel='r6:NP5'>
5.1	बृहस्पतिवार	NNP	<fs af='बृहस्पतिवार,n,m,sg,3,o,0,0' name='बृहस्पतिवार' posn='160'>
5.2	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की' posn='170'>
	))
6	((	NP	<fs name='NP5' drel='k7t:VGF'>
6.1	सुबह	NN	<fs af='सुबह,n,f,sg,3,d,0,0' name='सुबह' posn='180'>
	))
7	((	NP	<fs name='NP6' drel='k7p:VGF'>
7.1	मुगलसराय	NNP	<fs af='मुगलसराय,n,m,sg,3,d,0,0' name='मुगलसराय' posn='190'>
7.2	-JOIN	SYM	<fs af='-,punc,,,,,,' name='-JOIN' posn='200'>
7.3	बक्सर	NNP	<fs af='बक्सर,n,m,sg,3,o,0,0' name='बक्सर' posn='210'>
7.4	के	PSP	<fs af='के,psp,,,,,,' name='के2' posn='220'>
7.5	बीच	NST	<fs af='बीच,nst,m,sg,3,d,,' name='बीच' posn='230'>
	))
8	((	NP	<fs name='NP7' drel='k5:VGF'>
8.1	ट्रेन	NN	<fs af='ट्रेन,n,f,sg,3,o,0,0' name='ट्रेन' posn='240'>
8.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='250'>
	))
9	((	NP	<fs name='NP8' drel='pof:VGF'>
9.1	चोरी	NN	<fs af='चोरी,n,f,sg,3,d,0,0' name='चोरी' posn='260'>
	))
10	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
10.1	हो	VM	<fs af='हो,v,any,any,any,,0,0' name='हो' posn='270'>
10.2	गया	VAUX	<fs af='जा,v,m,sg,3,,या१,yA1' name='गया' posn='280'>
	))
11	((	BLK	<fs name='BLK' drel='rsym:VGF'>
11.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='290'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	लांस	NNC	<fs af='लांस,n,m,sg,3,d,0,0' name='लांस' posn='10'>
1.2	नायक	NNC	<fs af='नायक,n,m,sg,3,d,0,0' name='नायक' posn='20'>
1.3	नीरज	NNPC	<fs af='नीरज,n,m,sg,3,d,0,0' name='नीरज' posn='30'>
1.4	कुमार	NNP	<fs af='कुमार,n,m,sg,3,o,0,0' name='कुमार' posn='40'>
