<document id="2479618">
<head>
<title>  </title>			
<author>			
<firstname>  </firstname>			
<middlename>    </middlename>			
<lastname></lastname>			
</author>			
<availability format="electronic" ></availability>			
<bibl>			
</bibl>			
<bytecount>4.0K</bytecount>			
<domain name="general" ></domain>			
<creation creationdate="19/06/2007" institutename="IIIT Hyderabad">			
<creatorname>			
<lastname>Dipti</lastname>			
<middlename>			
</middlename>			
<firstname>Sharma</firstname>			
</creatorname>			
</creation>			
<distributor>CLIA Consortia, DIT</distributor>			
<edition number="1.0" ></edition>			
<encodingdesc>			
<newencoding>Unicode(UTF-8)</newencoding>			
<originalencoding>UTF-8</originalencoding>			
</encodingdesc>			
<sentencemarker marker=".">Specify Marker</sentencemarker>			
<language name="hi" writingsystem="LTR" script="Devanagari" ></language>			
<normalization normalized="no">			
<utilityname>xxx.exe</utilityname>			
</normalization>			
<projectdesc name="ILMT" ></projectdesc>			
<pubaddress addresstype="web">			
</pubaddress>			
<pubdate>			
<dateofpublication></dateofpublication>			
</pubdate>			
<publicationstmt type="copyrightfree">			
</publicationstmt>			
<publisher>			
<name></name>			
<url>xxx.com</url>			
</publisher>			
<pubplace place="books" ></pubplace>			
<wordcount>4  </wordcount>			
<caption>अंजलि गुप्ता के परीक्षण जारी प्रे बंगलोर। </caption>			
			

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	वायु	NNC	<fs af='वायु,n,f,sg,3,d,0,0' name='वायु' posn='10'>
1.2	सेना	NN	<fs af='सेना,n,f,sg,3,o,0,0' name='सेना' posn='20'>
1.3	की	PSP	<fs af='का,psp,f,sg,,o,,' name='की' posn='30'>
	))
2	((	NP	<fs name='NP2' drel='nmod:NP3'>
2.1	फ्लाइंग	NNC	<fs af='फ्लाइंग,n,f,sg,3,d,0,0' name='फ्लाइंग' posn='40'>
2.2	ऑफिसर	NN	<fs af='ऑफिसर,n,f,sg,3,o,0,0' name='ऑफिसर' posn='50'>
	))
3	((	NP	<fs name='NP3' drel='k7:VGNN'>
3.1	अंजलि	NNPC	<fs af='अंजलि,n,f,sg,3,d,0,0' name='अंजलि' posn='60'>
3.2	गुप्ता	NNP	<fs af='गुप्ता,n,f,sg,3,o,0,0' name='गुप्ता' posn='70'>
3.3	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='80'>
	))
4	((	NP	<fs name='NP4' drel='r6:NP5'>
4.1	आत्महत्या	NN	<fs af='आत्महत्या,n,f,sg,3,o,0,0' name='आत्महत्या' posn='90'>
4.2	की	PSP	<fs af='का,psp,f,pl,,o,,' name='की2' posn='100'>
	))
5	((	NP	<fs name='NP5' drel='r6-k2:NP6'>
5.1	प्रवृत्तियों	NN	<fs af='प्रवृत्ति,n,f,pl,3,o,0,0' name='प्रवृत्तियों' posn='110'>
5.2	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='120'>
	))
6	((	NP	<fs name='NP6' drel='pof:VGNN'>
6.1	पता	NN	<fs af='पता,n,m,sg,3,d,0,0' name='पता' posn='130'>
	))
7	((	VGNN	<fs name='VGNN' drel='rt:VGF'>
7.1	लगाने	VM	<fs af='लगा,v,any,any,any,o,ना,nA' name='लगाने' posn='140'>
7.2	के	PSP	<fs af='के,psp,,,,,,' name='के' posn='150'>
7.3	लिए	PSP	<fs af='लिए,psp,,,,,,' name='लिए' posn='160'>
	))
8	((	NP	<fs name='NP7' drel='ras-pof:VGF'>
8.1	मनोवैज्ञानिक	NNC	<fs af='मनोवैज्ञानिक,adj,any,any,,o,,' name='मनोवैज्ञानिक' posn='140'>
8.2	आकलन	NN	<fs af='आकलन,n,m,sg,3,o,0,0' name='आकलन' posn='180'>
8.3	समेत	PSP	<fs af='समेत,psp,,,,,,' name='समेत' posn='190'>
	))
9	((	NP	<fs name='NP8' drel='pof:VGF'>
9.1	मेडिकल	NNC	<fs af='मेडिकल,adj,any,any,,d,,' name='मेडिकल' posn='140'>
9.2	जांच	NN	<fs af='जांच,n,f,sg,3,d,0,0' name='जांच' posn='210'>
	))
10	((	VGF	<fs name='VGF' stype='declarative' voicetype='passive'>
10.1	की	VM	<fs af='कर,v,f,sg,any,,या,yA' name='की3' posn='220'>
10.2	जा	VAUX	<fs af='जा,v,any,any,any,,0,0' name='जा' posn='230'>
10.3	रही	VAUX	<fs af='रह,v,f,sg,any,,या,yA' name='रही' posn='240'>
10.4	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='250'>
	))
11	((	BLK	<fs name='BLK' drel='rsym:VGF'>
11.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='260'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='r6:NP2'>
1.1	वायुसेना	NN	<fs af='वायुसेना,n,f,sg,3,o,0,0' name='वायुसेना' posn='10'>
1.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='nmod:NP3'>
2.1	अभियोजन	NNC	<fs af='अभियोजन,n,m,sg,3,d,0,0' name='अभियोजन' posn='30'>
2.2	अधिकारी	NN	<fs af='अधिकारी,n,m,sg,3,o,0,0' name='अधिकारी' posn='40'>
	))
3	((	NP	<fs name='NP3' drel='k1:VGF'>
