<document id="2489458-a">
<head>
	<caption>वोल्कर पर अंतरिम रिपोर्ट तैयार नई दिल्ली.</caption>
	<language>Hindi </language>
	<domain_name>News Articles </domain_name>
	<word_count>87</word_count>
	<byte_count>11586</byte_count>
	<availability>
		<format>CML/SSF</format>
	<sentence_marker>.</sentence_marker>
	<normalization>No</normalization>
	</availability>
	<encoding_description>
		<original_encoding>ISO 8859</original_encoding>
		<new_encoding>Unicode UTF8</new_encoding>
	</encoding_description>
	<distributor>LTRC, IIIT Hyderabad</distributor>
	<project_description>NSF Hindi/Urdu Dependency Treebanking Project</project_description>
	<creation>
		<raw_corpus creation_date="" institute_name="IIIT Hyderabad"></raw_corpus>
		<annotated_corpus creation_date="06/01/2009" institute_name="IIIT Hyderabad"></annotated_corpus>
	<edition_number>1.0</edition_number>
	</creation>
	<publication>
		<place>New Delhi</place>
		<date>30/5/2004</date>
		<type>Newspaper</type>
		<publisher>
			<name>Amar Ujala</name>
			<url>http://www.amarujala.com</url>
		</publisher>
	</publication>

</head>
<body>
<tb number="1" segment="no" bullet="no">
<foreign language="select" writingsystem="LTR"></foreign>
<text>
<Sentence id='1'>
1	((	NP	<fs name='NP' drel='k7p:VGNN'>
1.1	इराक	NNP	<fs af='इराक,n,m,sg,3,o,0,0' name='इराक' posn='10'>
1.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='k7:VGNN'>
2.1	तेल	NNPC	<fs af='तेल,n,m,sg,3,o,0,0' name='तेल' posn='30'>
2.2	के	NNPC	<fs af='का,psp,,,,,,' name='के' posn='40'>
2.3	बदले	NNPC	<fs af='बदले,n,m,sg,3,d,0,0' name='बदले' posn='50'>
2.4	अनाज	NNPC	<fs af='अनाज,n,m,sg,3,d,0,0' name='अनाज' posn='60'>
2.5	कार्यक्रम	NNP	<fs af='कार्यक्रम,n,m,sg,3,o,0,0' name='कार्यक्रम' posn='70'>
2.6	में	PSP	<fs af='में,psp,,,,,,' name='में2' posn='80'>
	))
3	((	NP	<fs name='NP3' drel='k1:VGNN'>
3.1	कुछ	QF	<fs af='कुछ,avy,,,,,,' name='कुछ' posn='90'>
3.2	लोगों	NN	<fs af='लोग,n,m,pl,3,o,0,0' name='लोगों' posn='100'>
3.3	के	PSP	<fs af='का,psp,,,,o,,' name='के2' posn='110'>
	))
4	((	NP	<fs name='NP4' drel='adv:VGNN'>
4.1	कथित	JJ	<fs af='कथित,adj,any,any,,o,,' name='कथित' posn='120'>
4.2	रूप	NN	<fs af='रूप,n,m,sg,3,o,0,0' name='रूप' posn='130'>
4.3	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='140'>
	))
5	((	JJP	<fs name='JJP' drel='pof:VGNN'>
5.1	लाभान्वित	JJ	<fs af='लाभान्वित,adj,any,any,,,,' name='लाभान्वित' posn='150'>
	))
6	((	VGNN	<fs name='VGNN' drel='r6:NP5'>
6.1	होने	VM	<fs af='हो,v,any,any,any,o,ना,nA' name='होने' posn='160'>
6.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के3' posn='170'>
	))
7	((	NP	<fs name='NP5' drel='k7:VGF'>
7.1	मामले	NN	<fs af='मामला,n,m,sg,3,o,0,0' name='मामले' posn='180'>
7.2	में	PSP	<fs af='में,psp,,,,,,' name='में3' posn='190'>
	))
8	((	NP	<fs name='NP6' drel='k1:VGF'>
8.1	प्रवर्तन	NNPC	<fs af='प्रवर्तन,n,m,sg,3,d,0,0' name='प्रवर्तन' posn='200'>
8.2	निदेशालय	NNP	<fs af='निदेशालय,n,m,sg,3,o,0,0' name='निदेशालय' posn='210'>
8.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='220'>
	))
9	((	NP	<fs name='NP7' drel='k2:VGF'>
9.1	अंतरिम	JJ	<fs af='अंतरिम,adj,any,any,,d,,' name='अंतरिम' posn='230'>
9.2	रिपोर्ट	NN	<fs af='रिपोर्ट,n,f,sg,3,d,0,0' name='रिपोर्ट' posn='240'>
	))
10	((	JJP	<fs name='JJP2' drel='pof:VGF'>
10.1	तैयार	JJ	<fs af='तैयार,adj,any,any,,,,' name='तैयार' posn='250'>
	))
11	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
11.1	कर	VM	<fs af='कर,v,any,any,any,,0,0' name='कर' posn='260'>
11.2	ली	VAUX	<fs af='ले,v,f,sg,3,,या,yA' name='ली' posn='270'>
11.3	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='280'>
	))
12	((	BLK	<fs name='BLK' drel='rsym:VGF'>
12.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='290'>
	))
</Sentence>

<Sentence id='2'>
1	((	NP	<fs name='NP' drel='k1:VGNN'>
1.1	निदेशालय	NN	<fs af='निदेशालय,n,m,sg,3,o,0,0' name='निदेशालय' posn='10'>
1.2	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='20'>
	))
2	((	VGNN	<fs name='VGNN' drel='k1:VGF'>
2.1	कहना	VM	<fs af='कह,v,any,any,any,o,ना,nA' name='कहना' posn='30'>
	))
3	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
3.1	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='40'>
	))
4	((	CCP	<fs name='CCP' drel='k2:VGNN'>
4.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='50'>
	))
5	((	NP	<fs name='NP2' drel='k1:VGF2'>
5.1	अंतरिम	JJ	<fs af='अंतरिम,adj,any,any,,d,,' name='अंतरिम' posn='60'>
5.2	रिपोर्ट	NN	<fs af='रिपोर्ट,n,f,sg,3,d,0,0' name='रिपोर्ट' posn='70'>
	))
6	((	JJP	<fs name='JJP' drel='k1s:VGF2'>
6.1	तैयार	JJ	<fs af='तैयार,adj,any,any,,,,' name='तैयार' posn='80'>
	))
7	((	VGF	<fs voicetype='active' name='VGF2' stype='declarative' drel='ccof:CCP2'>
7.1	है	VM	<fs af='है,v,any,sg,3,,है,hE' name='है2' posn='90'>
	))
8	((	CCP	<fs name='CCP2' drel='ccof:CCP'>
8.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='100'>
	))
9	((	NP	<fs name='NP3' drel='k2:VGF3'>
9.1	इसे	PRP	<fs af='यह,pn,any,sg,3,d,को,ko' name='इसे' posn='110'>
	))
10	((	RBP	<fs name='RBP' drel='adv:VGF3'>
10.1	जल्द	RB	<fs af='जल्द,adv,,,,,,' name='जल्द' posn='120'>
10.2	ही	RP	<fs af='ही,avy,,,,,,' name='ही' posn='130'>
	))
11	((	NP	<fs name='NP4' drel='k4:VGF3'>
11.1	सरकार	NN	<fs af='सरकार,n,f,sg,3,o,0,0' name='सरकार' posn='140'>
11.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='150'>
	))
12	((	VGF	<fs voicetype='passive' name='VGF3' stype='declarative' drel='ccof:CCP2'>
12.1	सौंप	VM	<fs af='सौंप,v,any,any,any,,0,0' name='सौंप' posn='160'>
12.2	दिया	VAUX	<fs af='दे,v,m,sg,any,,या,yA' name='दिया' posn='170'>
12.3	जाएगा	VAUX	<fs af='जा,v,m,sg,any,,गा,gA' name='जाएगा' posn='180'>
	))
13	((	BLK	<fs name='BLK' drel='rsym:VGF'>
13.1	.	SYM	<fs af='.,punc,,,,,,' name='.' posn='190'>
	))
</Sentence>

<Sentence id='3'>
1	((	NP	<fs name='NP' drel='k7:VGF'>
1.1	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' name='इस' posn='10'>
1.2	मामले	NN	<fs af='मामला,n,m,sg,3,o,0,0' name='मामले' posn='20'>
1.3	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='30'>
	))
2	((	NP	<fs name='NP2' drel='ccof:NULL__CCP'>
